교과목 이름,학년,이수구분,설강학과,선수강 과목,연결과목,교과목개요
일반생물학실험1,1.0,전공기초,의약생명과학과,일반생물학,,"일반 생물학 과목에서 배웠던, 일반적으로 근간이 되는 실험들을 배우며, 각 실험의 배경 지식을 함양하고 실제 실험을 수행하여, 결과를 도출함. [통합 개요] 생명의 근원이 되는 물질과 세포의 구조와 기능 등을 중점적으로 다루어 생명체의 기본개념을 익히는
데 관련된 다양한 실험을 통하여 여러 기초적인 생물학적 지식을 소개하고 이해시키고자 한다.

교과과정 관련 연락처: 이동현 (lee20443@gmail.com), 이무이 (a15903954209@gmail.com)."
일반생물학실험2,1.0,전공기초,의약생명과학과,일반생물학,,"일반생물학에서 배운 내용과 연계하여 생물의 기본이 되는 DNA의 구조와 기능을 다시 한번 이해하고, 이를 바탕으로 생명체의 분자 기본 물질인 DNA의 조작법과 적용법을 실험을 통해 익히는 과목이다."
일반위상수학,3.0,전공핵심,수리데이터사이언스학과,,,도넛과 컵이 합동은 아니지만 위상적으로는 동형이다. 이것이 무슨 뜻일까요? 위상수학은 연속적인 변형에 의하여 불변인 도형의 성질을 연구하는 학문이다. 본 수업을 통해 빅데이터 세상에서 위상수학의 중요성에 대해 토론하고 한 집합상의 멀고 가까움의 개념인 위상을 도입하고 연속적인 변형에 의해 변하지 않는 위상적 성질에 대해 배운다. 
일반화학1,1.0,전공핵심,소재·부품융합전공,,,"일반화학 교재를 중심으로 수업이 진행되며 모든 강의는 강의실에서 이루어진다. 고등학교에서 학습한 화학 내용을 기초로 하여 더 자세한 강의를 통해 기초적인 화학 내용을 심화 시킨다. 계산 능력을 향상시키기 위해 예제 및 연습문제를 해결해 본다. [통합 개요] 자연과학을 이해하는데 있어서 기본 교과목인 화학을 이해할 수 있도록 자연과학 및 공학과 관련되어 있는 화학적인 내용을 폭넓게 학습한다. 
원자의 구조, 전자배치 및 주기율표, 화학결합, 결합이론과 분자 구조, 액체, 고체 그리고 분자간의 힘, 화학반응 속도론, 열화학, 등을 공부함으로써 물질의 본질과 특성, 그리고 응용성 등의 화학의 기초지식을 소개한다. [통합 개요] 화학의 기초 지식을 다루는 과목으로 화학에 대한 기본 개념을 확립하여 전공 학습을 위한 기초를 다진다 [통합 개요] 일반화학은 여러 학문의 기반이 되는 기초 학문으로 전공에 따라 필요로 하는 범위 또한 넓고 다양하기 때문에 필수적으로 다뤄야 하는 분야입니다.
고등학교 교육과정을 통해 배운 화학에 대한 내용을 기초로 각 단원별 심화된 내용을 다루고, 화학의 개념과 기본 원리를 이해시키는 것 이외에도 
일상생활에서 접할 수 있는 다양한 내용들을 포함하고 있으며, 화학 전공자와 비전공자를 대상으로 전공과목의 심화학습에 필요한 화학분야의 지식습득 및 
생활 속 현상의 이해를 돕기 위한 전반적인 내용을 소개합니다. [통합 개요] 	물질의 구조와 성질 및 상호작용을 거시적 차원과 미시적 차원에서 이해하도록 한다. 
	물질탐구과정에서 습득된 지식과 과학적 연구방법을 전공분야 및 일상생활에서의 전문적 인 판단에 응용하기 위해 원자구조의 양자역학적 관점, 원소의 주기적 성질, 화학양론적 계산, 화학결합과 분자구조의 기본개념을 익힌다.
	입시 교과목이 아니라 자연과학 및 공학 연구의 필수적인 도구 학문으로서 화학의 기본개념을 익힌다. [통합 개요] 자연 과학을 이해하는데 있어서 도구 과목인 현대 화학을 이해할 수 있도록 순수 과학 및 공학과 관련되어 있는 화학적인 내용을 폭넓게 취급한다. 화학의 기초적인 지식인 원자, 분자, 이온에 대한 개념, 화학 반응과 반응, 수용액에서의 반응, 원자의 전자 구조 및 원소의 주기적 성질, 화학 결합의 기본 개념 등을 소개한다.  [통합 개요] 본 과목에서는 화학의 기본 원리와 개념들을 소개한다. 물질, 에너지, 그리고 측정의 기본적인 이해에서 시작하여 원자, 분자, 이온의 구조와 특성을 탐구한다. 
화학 반응, 반응 화학량론, 수용액에서의 반응과 열화학을 학습하며, 원자의 전자 구조와 원소의 주기적 성질을 이해할 수 있다. 또한 화학 결합의 기본 개념, 분자의 기하 구조와 결합 이론, 그리고 기체의 성질에 대해 배움으로써 화학의 기초 지식을 습득할 수 있다."
일반화학2,1.0,전공기초,나노광전자학과,일반화학1,,"자연과학을 이해하는데 있어서 기본 교과목인 화학을 이해할 수 있도록 자연과학 및 공학과 관련되어 있는 화학적인 내용을 폭넓게 학습한다. 
원자의 구조, 전자배치 및 주기율표, 화학결합, 결합이론과 분자 구조, 액체, 고체 그리고 분자간의 힘, 화학반응 속도론, 열화학, 등을 공부함으로써 물질의 본질과 특성, 그리고 응용성 등의 화학의 기초지식을 소개한다. [통합 개요] 기본적인 화학 개념들인, 액체와 고체 상태, 화학반응속도론, 화학평형, 수용액 및 전기화학에 대한 이론들을 학습하고 수치를 이용하여 결과를 분석 및 해석하는데 필요한 방법들을 학습한다. 그리고 이들을 포함한 일상적인 현상을 이해 또한 이를 응용할 수 있는 부분을 생각해 본다. [통합 개요] 자연과학을 이해하는데 있어서 도구과목인 현대 화학을 이해할 수 있도록 1학기에 배운 내용을 중심으로 순수 과학 및 공학과 관련되어 있는 물리화학적인 내용을 폭넓게 취급한다. 원자의 구조, 전자배치 및 주기율표, 화학 결합, 결합이론과 분자구조, 액체, 고체 그리고 분자간의 힘, 화학반응 속도론, 열화학, 전기화학을 공부함으로써 물질의 본질과 특성, 그리고 응용성 등의 화학의 기초지식을 소개한다. [통합 개요] 	입시 교과목이 아니라 자연과학 및 공학 연구의 필수적인 도구 학문으로서 화학의 기본개념을 익힌다.
	물질의 구조와 성질 및 상호작용을 거시적 차원과 미시적 차원에서 이해하도록 한다. 
	물질탐구과정에서 습득된 지식과 과학적 연구방법을 전공분야 및 일상생활에서의 전문적인 판단에 응용하기 위해 액체와 고체 및 용액의 성질, 산-염기 평형, 화학 열역학, 환경화학, 전기화학 및 핵화학의 기본개념을 익힌다. [통합 개요] 자연 과학을 이해하는데 있어서 도구 과목인 현대 화학을 이해할 수 있도록 순수 과학 및 공학과 관련되어 있는 화학적 인 내용을 폭넓게 취급한다. 1학기에 학습한 내용을 기본으로 하여 액체와 분자 간의 힘, 고체와 신소재, 용액의 성질, 화학반응 속도론, 화학 평형, 산-염기 평형, 수용액 평형(완충 용액), 환경 화학, 화학 열역학, 생명의 화학(유기 화학 및 생물 화학) 등을 공부함으로써 물질의 본질과 특성, 그리고 응용성 등의 화학의 기초 지식을 소개한다. [통합 개요] (HyFlex 시범 운영과목)

자연과학을 이해하는데 있어서 기본 교과목인 화학을 이해할 수 있도록 자연과학 및 공학과 관련되어 있는 화학적인 내용을 폭넓게 학습한다. 원자의 구조, 전자배치 및 주기율표, 화학결합, 결합이론과 분자 구조, 액체, 고체 그리고 분자간의 힘, 화학반응 속도론, 열화학, 등을 공부함으로써 물질의 본질과 특성, 그리고 응용성 등의 화학의 기초지식을 소개한다."
일반화학실험1,1.0,전공핵심,소재·부품융합전공,,,물질의 구조와 성질 및 상호작용을 거시적 차원과 미시적 차원에서의 이해 및 생활에서 응용되고 관찰되는 여러 화학현상과 화학물질을 이해한다.
일반화학실험2,1.0,전공기초,나노광전자학과,"일반화학실험1, 일반화학1",,"일반 화학 이론 수업과 병행하여, 이론 수업 시간에 학습한 이론 및 여러 화학적인 개념들을 실험을 통해 확인하고 실제 결과물을 분석 및 해석해 본다. 이를 위해 물질의 구조와 성질 및 상호 작용을 거시적 및 미시적 수준으로 이해하고, 생활에서 응용되고 관찰되는 여러 화학 현상과 화학 물질들을 이해한다. [통합 개요] 일반화학 이론 수업과 병행하여, 이론 수업시간에 학습한 이론 및 여러 화학적인 개념들을 실험을 통해 확인하고 실제 결과물을 분석 해석해 본다. 이를 위해 물질의 구조와 성질 및 상호작용을 거시적 차원과 미시적 차원에서의 이해 및 생활에서 응용되고 관찰되는 여러 화학현상과 화학물질을 이해한다. [통합 개요] 이론수업(일반화학1,2)에서 다룬 여러가지 이론과 개념을 각 주제별 실험 실습을 통해 학습해 봅니다. 
실험 결과를 분석하여 물질의 구조와 성질, 상호 작용을 이해함으로써 현상과 물질의 연관성을 바라보는 통찰력을 넓혀봅니다."
일본경제와동아시아의협력,3.0,전공핵심,일본학과,,, 본 교과목은 일본경제에 대한 기본적인 이해를 돕기 위한 수업이다. 이를 위해 현재 일본사회의 경제적 현황에 대한 전반적인 경향을 파악하고자 한다. 또한 일본이 동아시아에서 행한 경제협력을 살펴봄으로써 한국경제에 대한 시사점을 생각해 보고자 한다.
일본과국제사회,3.0,전공핵심,일본학과,,,"본 강의는 전후 일본을 둘러싼 국제 환경의 변화에 일본이 어떤한 방식으로 대응해 왔는지에 대해  이해를 돕고자 한다.
특히 일본과 근린 국가 (중국, 한국, 북한, 동남아시아 국가) 와의 여러가지 제 문제 및 일본의 국제 기구에서의 활동 또한 다루고자 한다.
또한 현재 일본을 둘러싼 급변하는 동아시아 국제 문제에 대한 이해 심화를  목표로 하고 있다.  "
일본기업과장인정신,3.0,전공핵심,일본학과,,,"현대 일본 경제의 주축을 이루는 주요 기업의 형성과 발전 과정에서 중요한 요소로 작용해 온 장인 정신과 모노즈쿠리에 관해 살펴본 후, 일본적 경영의 특징으로 일컬어지는 집단주의, 종신고용, 연공서열, 기업간 관계 등의 여러 이론 및 이미지와 어떻게 연계되어 있는지를 이해한다. 또한 취업 및 진학 시 필요한 일본 경제 특히 기업가 정신 및 모노즈쿠리의 기반이 되고 있는 장인 정신에 관해 학습함으로써 산학협력에 기반한 현장 맞춤형 융합 인문 교육을 통해 창의적 인재가 되기 위한 소양을 갖춘다.
-"
일본문학과영화,3.0,전공심화,일본학과,이 과목에서는 일본문학을 다루는 관계로 일본어를 읽을 수 있으면 이해가 빠를 것입니다. ,,"이 과목은 영화나 애니메이션으로 만들어진 일본의 문학작품을 다룹니다. 따라서 직접 영화나 애니메이션 그리고 문학작품을 감상하고 각각이 갖는 고유의 매력을 찾아가는 과목입니다.
우리는 영화나 애니메이션을 통해서 훌륭한 문학작품들을 손쉽게 접할 수 있는 시대를 살고 있습니다. 그럼에도 불구하고 여전히 종이로 된 책 앞에서 문장의 의미를 찾으려는 노력을 하고 있습니다. 우리는 이 과목을 통해서 문학작품을 읽고 싶게 만드는 이유를 함께 생각해 볼 것입니다.
수업은 우선 작품을 감상하고 강사가 일본 문화에 관해서 간단한 설명을 합니다. 그리고 나서 강사가 던지는 질문에 답을 하기도 하고, 학생이 스스로 질문을 만들어 내기도 할 것입니다. 그 질문의 답을 찾아가는 과정을 통해서 생각의 범주를 넓힐 수 있을 것입니다.
 "
